LPEX V3.0
Datum;Zeit;Kundennummer;Kundenname;eindeutigeKDNr;GEId;GEKANr;KALINr;Linie;eindeutigeLINr;ZPB;Kennzahl;Einheit;Wandlerfaktor;MPDauer;Werte
01.09.17;00:15:00;;;0;;;;CH1009701234500000000000000009999 + 1-1:1.29.0*255;17166;CH1009701234500000000000000009999;1-1:1.29.0*255;kWh;1;15;0.056000;W;0.044000;W;0.054000;W;0.045000;W;0.053000;W;0.044000;W;0.066000;W;0.070000;W;0.045000;W;0.052000;W;0.044000;W;0.052000;W;0.045000;W;0.052000;W;0.049000;W;0.074000;W;0.044000;W;0.045000;W;0.048000;W;0.044000;W;0.052000;W;0.049000;W;0.048000;W;0.056000;W;0.044000;W;0.074000;W;0.074000;W;0.052000;W;0.054000;W;0.049000;W;0.063000;W;0.067000;W;0.073000;W;0.047000;W;0.053000;W;0.062000;W;0.091000;W;0.092000;W;0.052000;W;0.083000;W;0.059000;W;0.091000;W;0.087000;W;0.085000;W;0.088000;W;0.003000;W;0.003000;W;0.003000;W;0.034000;W;0.088000;W;0.088000;W;0.090000;W;0.090000;W;0.090000;W;0.092000;W;0.077000;W;0.079000;W;0.090000;W;0.088000;W;0.089000;W;0.089000;W;0.090000;W;0.092000;W;0.093000;W;0.090000;W;0.094000;W;0.084000;W;0.082000;W;0.091000;W;0.091000;W;0.093000;W;0.065000;W;0.089000;W;0.092000;W;0.090000;W;0.090000;W;0.090000;W;0.090000;W;0.090000;W;0.089000;W;0.089000;W;0.092000;W;0.093000;W;0.094000;W;0.096000;W;0.092000;W;0.094000;W;0.095000;W;0.053000;W;0.079000;W;0.081000;W;0.045000;W;0.045000;W;0.045000;W;0.047000;W;0.052000;W
02.09.17;00:15:00;;;0;;;;CH1009701234500000000000000009999 + 1-1:1.29.0*255;17166;CH1009701234500000000000000009999;1-1:1.29.0*255;kWh;1;15;0.045000;W;0.055000;W;0.044000;W;0.055000;W;0.048000;W;0.050000;W;0.055000;W;0.065000;W;0.069000;W;0.044000;W;0.051000;W;0.053000;W;0.044000;W;0.053000;W;0.044000;W;0.062000;W;0.069000;W;0.044000;W;0.052000;W;0.044000;W;0.053000;W;0.048000;W;0.050000;W;0.058000;W;0.043000;W;0.062000;W;0.087000;W;0.051000;W;0.063000;W;0.087000;W;0.082000;W;0.048000;W;0.090000;W;0.092000;W;0.090000;W;0.072000;W;0.057000;W;0.087000;W;0.090000;W;0.089000;W;0.090000;W;0.090000;W;0.089000;W;0.090000;W;0.075000;W;0.088000;W;0.095000;W;0.059000;W;0.087000;W;0.089000;W;0.089000;W;0.092000;W;0.094000;W;0.090000;W;0.094000;W;0.096000;W;0.093000;W;0.089000;W;0.088000;W;0.089000;W;0.093000;W;0.096000;W;0.096000;W;0.096000;W;0.092000;W;0.090000;W;0.088000;W;0.089000;W;0.090000;W;0.095000;W;0.095000;W;0.095000;W;0.097000;W;0.029000;W;0.003000;W;0.068000;W;0.092000;W;0.094000;W;0.073000;W;0.045000;W;0.057000;W;0.055000;W;0.074000;W;0.063000;W;0.065000;W;0.084000;W;0.063000;W;0.056000;W;0.046000;W;0.058000;W;0.059000;W;0.048000;W;0.066000;W;0.046000;W;0.062000;W;0.089000;W
03.09.17;00:15:00;;;0;;;;CH1009701234500000000000000009999 + 1-1:1.29.0*255;17166;CH1009701234500000000000000009999;1-1:1.29.0*255;kWh;1;15;0.058000;W;0.057000;W;0.045000;W;0.064000;W;0.048000;W;0.064000;W;0.060000;W;0.070000;W;0.094000;W;0.052000;W;0.078000;W;0.052000;W;0.079000;W;0.073000;W;0.071000;W;0.092000;W;0.094000;W;0.093000;W;0.093000;W;0.093000;W;0.090000;W;0.090000;W;0.090000;W;0.090000;W;0.089000;W;0.090000;W;0.093000;W;0.091000;W;0.088000;W;0.087000;W;0.089000;W;0.092000;W;0.093000;W;0.089000;W;0.089000;W;0.087000;W;0.090000;W;0.093000;W;0.089000;W;0.089000;W;0.088000;W;0.088000;W;0.089000;W;0.089000;W;0.089000;W;0.094000;W;0.090000;W;0.089000;W;0.088000;W;0.091000;W;0.091000;W;0.095000;W;0.092000;W;0.095000;W;0.096000;W;0.096000;W;0.091000;W;0.090000;W;0.088000;W;0.090000;W;0.088000;W;0.089000;W;0.093000;W;0.094000;W;0.094000;W;0.081000;W;0.059000;W;0.075000;W;0.093000;W;0.064000;W;0.075000;W;0.094000;W;0.097000;W;0.027000;W;0.002000;W;0.013000;W;0.083000;W;0.083000;W;0.047000;W;0.058000;W;0.044000;W;0.059000;W;0.046000;W;0.056000;W;0.055000;W;0.049000;W;0.060000;W;0.044000;W;0.062000;W;0.048000;W;0.057000;W;0.058000;W;0.046000;W;0.059000;W;0.047000;W;0.067000;W
04.09.17;00:15:00;;;0;;;;CH1009701234500000000000000009999 + 1-1:1.29.0*255;17166;CH1009701234500000000000000009999;1-1:1.29.0*255;kWh;1;15;0.057000;W;0.076000;W;0.049000;W;0.044000;W;0.060000;W;0.046000;W;0.063000;W;0.053000;W;0.060000;W;0.061000;W;0.054000;W;0.067000;W;0.050000;W;0.071000;W;0.047000;W;0.073000;W;0.045000;W;0.074000;W;0.044000;W;0.075000;W;0.044000;W;0.075000;W;0.045000;W;0.082000;W;0.044000;W;0.084000;W;0.091000;W;0.092000;W;0.078000;W;0.084000;W;0.040000;W;0.003000;W;0.065000;W;0.095000;W;0.073000;W;0.092000;W;0.070000;W;0.090000;W;0.052000;W;0.088000;W;0.091000;W;0.064000;W;0.083000;W;0.051000;W;0.089000;W;0.005000;W;0.003000;W;0.004000;W;0.034000;W;0.090000;W;0.064000;W;0.055000;W;0.061000;W;0.088000;W;0.090000;W;0.091000;W;0.089000;W;0.087000;W;0.088000;W;0.087000;W;0.087000;W;0.087000;W;0.087000;W;0.088000;W;0.087000;W;0.089000;W;0.082000;W;0.044000;W;0.075000;W;0.091000;W;0.090000;W;0.090000;W;0.090000;W;0.088000;W;0.090000;W;0.088000;W;0.090000;W;0.089000;W;0.090000;W;0.089000;W;0.089000;W;0.089000;W;0.093000;W;0.096000;W;0.092000;W;0.093000;W;0.090000;W;0.093000;W;0.096000;W;0.071000;W;0.044000;W;0.045000;W;0.044000;W;0.043000;W;0.053000;W;0.057000;W
05.09.17;00:15:00;;;0;;;;CH1009701234500000000000000009999 + 1-1:1.29.0*255;17166;CH1009701234500000000000000009999;1-1:1.29.0*255;kWh;1;15;0.057000;W;0.057000;W;0.057000;W;0.058000;W;0.057000;W;0.057000;W;0.058000;W;0.053000;W;0.044000;W;0.049000;W;0.056000;W;0.057000;W;0.056000;W;0.057000;W;0.057000;W;0.057000;W;0.056000;W;0.057000;W;0.064000;W;0.095000;W;0.047000;W;0.044000;W;0.044000;W;0.053000;W;0.056000;W;0.056000;W;0.059000;W;0.083000;W;0.051000;W;0.075000;W;0.090000;W;0.088000;W;0.088000;W;0.090000;W;0.089000;W;0.089000;W;0.093000;W;0.092000;W;0.090000;W;0.089000;W;0.088000;W;0.090000;W;0.088000;W;0.089000;W;0.089000;W;0.005000;W;0.003000;W;0.003000;W;0.032000;W;0.089000;W;0.088000;W;0.090000;W;0.089000;W;0.091000;W;0.089000;W;0.089000;W;0.091000;W;0.091000;W;0.077000;W;0.090000;W;0.086000;W;0.091000;W;0.095000;W;0.060000;W;0.077000;W;0.093000;W;0.090000;W;0.093000;W;0.075000;W;0.092000;W;0.091000;W;0.090000;W;0.090000;W;0.089000;W;0.090000;W;0.091000;W;0.089000;W;0.090000;W;0.093000;W;0.094000;W;0.091000;W;0.092000;W;0.092000;W;0.074000;W;0.067000;W;0.091000;W;0.091000;W;0.092000;W;0.094000;W;0.096000;W;0.064000;W;0.075000;W;0.085000;W;0.082000;W;0.068000;W;0.092000;W
06.09.17;00:15:00;;;0;;;;CH1009701234500000000000000009999 + 1-1:1.29.0*255;17166;CH1009701234500000000000000009999;1-1:1.29.0*255;kWh;1;15;0.088000;W;0.055000;W;0.089000;W;0.093000;W;0.071000;W;0.072000;W;0.078000;W;0.090000;W;0.076000;W;0.082000;W;0.087000;W;0.076000;W;0.087000;W;0.080000;W;0.078000;W;0.090000;W;0.076000;W;0.086000;W;0.091000;W;0.057000;W;0.088000;W;0.076000;W;0.079000;W;0.090000;W;0.080000;W;0.082000;W;0.087000;W;0.077000;W;0.087000;W;0.088000;W;0.075000;W;0.090000;W;0.089000;W;0.093000;W;0.087000;W;0.073000;W;0.071000;W;0.048000;W;0.044000;W;0.068000;W;0.046000;W;0.070000;W;0.060000;W;0.089000;W;0.046000;W;0.004000;W;0.002000;W;0.003000;W;0.033000;W;0.090000;W;0.081000;W;0.045000;W;0.049000;W;0.049000;W;0.061000;W;0.087000;W;0.069000;W;0.049000;W;0.056000;W;0.053000;W;0.068000;W;0.048000;W;0.058000;W;0.066000;W;0.048000;W;0.086000;W;0.096000;W;0.044000;W;0.048000;W;0.048000;W;0.049000;W;0.065000;W;0.055000;W;0.073000;W;0.049000;W;0.050000;W;0.054000;W;0.058000;W;0.061000;W;0.062000;W;0.062000;W;0.057000;W;0.065000;W;0.093000;W;0.064000;W;0.060000;W;0.096000;W;0.091000;W;0.020000;W;0.069000;W;0.048000;W;0.044000;W;0.051000;W;0.044000;W;0.051000;W;0.046000;W
07.09.17;00:15:00;;;0;;;;CH1009701234500000000000000009999 + 1-1:1.29.0*255;17166;CH1009701234500000000000000009999;1-1:1.29.0*255;kWh;1;15;0.050000;W;0.048000;W;0.046000;W;0.051000;W;0.051000;W;0.045000;W;0.051000;W;0.045000;W;0.051000;W;0.045000;W;0.051000;W;0.052000;W;0.044000;W;0.052000;W;0.044000;W;0.052000;W;0.047000;W;0.052000;W;0.083000;W;0.044000;W;0.046000;W;0.044000;W;0.048000;W;0.051000;W;0.049000;W;0.058000;W;0.044000;W;0.057000;W;0.049000;W;0.059000;W;0.066000;W;0.074000;W;0.059000;W;0.093000;W;0.068000;W;0.057000;W;0.063000;W;0.091000;W;0.078000;W;0.060000;W;0.089000;W;0.092000;W;0.075000;W;0.092000;W;0.087000;W;0.004000;W;0.003000;W;0.003000;W;0.034000;W;0.088000;W;0.058000;W;0.069000;W;0.060000;W;0.057000;W;0.052000;W;0.054000;W;0.063000;W;0.061000;W;0.060000;W;0.053000;W;0.051000;W;0.066000;W;0.077000;W;0.068000;W;0.051000;W;0.064000;W;0.050000;W;0.059000;W;0.059000;W;0.066000;W;0.061000;W;0.065000;W;0.080000;W;0.077000;W;0.063000;W;0.063000;W;0.087000;W;0.058000;W;0.091000;W;0.061000;W;0.045000;W;0.057000;W;0.076000;W;0.095000;W;0.077000;W;0.044000;W;0.063000;W;0.086000;W;0.095000;W;0.098000;W;0.015000;W;0.004000;W;0.069000;W;0.068000;W;0.050000;W;0.062000;W
08.09.17;00:15:00;;;0;;;;CH1009701234500000000000000009999 + 1-1:1.29.0*255;17166;CH1009701234500000000000000009999;1-1:1.29.0*255;kWh;1;15;0.046000;W;0.061000;W;0.054000;W;0.053000;W;0.060000;W;0.044000;W;0.059000;W;0.051000;W;0.054000;W;0.061000;W;0.044000;W;0.067000;W;0.045000;W;0.063000;W;0.050000;W;0.060000;W;0.079000;W;0.054000;W;0.052000;W;0.046000;W;0.055000;W;0.055000;W;0.047000;W;0.073000;W;0.058000;W;0.082000;W;0.053000;W;0.089000;W;0.077000;W;0.090000;W;0.091000;W;0.090000;W;0.093000;W;0.093000;W;0.062000;W;0.086000;W;0.089000;W;0.089000;W;0.089000;W;0.093000;W;0.092000;W;0.092000;W;0.089000;W;0.088000;W;0.088000;W;0.006000;W;0.003000;W;0.003000;W;0.033000;W;0.088000;W;0.089000;W;0.089000;W;0.089000;W;0.088000;W;0.090000;W;0.089000;W;0.088000;W;0.091000;W;0.091000;W;0.092000;W;0.090000;W;0.080000;W;0.084000;W;0.092000;W;0.091000;W;0.085000;W;0.085000;W;0.092000;W;0.095000;W;0.093000;W;0.048000;W;0.064000;W;0.091000;W;0.091000;W;0.091000;W;0.092000;W;0.092000;W;0.089000;W;0.093000;W;0.094000;W;0.091000;W;0.095000;W;0.057000;W;0.066000;W;0.094000;W;0.083000;W;0.047000;W;0.092000;W;0.085000;W;0.046000;W;0.055000;W;0.056000;W;0.046000;W;0.057000;W;0.052000;W;0.050000;W
09.09.17;00:15:00;;;0;;;;CH1009701234500000000000000009999 + 1-1:1.29.0*255;17166;CH1009701234500000000000000009999;1-1:1.29.0*255;kWh;1;15;0.057000;W;0.044000;W;0.056000;W;0.045000;W;0.061000;W;0.093000;W;0.045000;W;0.054000;W;0.045000;W;0.054000;W;0.051000;W;0.049000;W;0.067000;W;0.058000;W;0.046000;W;0.052000;W;0.044000;W;0.055000;W;0.045000;W;0.056000;W;0.055000;W;0.045000;W;0.058000;W;0.085000;W;0.058000;W;0.057000;W;0.046000;W;0.058000;W;0.046000;W;0.080000;W;0.075000;W;0.049000;W;0.063000;W;0.047000;W;0.083000;W;0.048000;W;0.088000;W;0.073000;W;0.095000;W;0.081000;W;0.046000;W;0.089000;W;0.073000;W;0.090000;W;0.092000;W;0.085000;W;0.076000;W;0.091000;W;0.084000;W;0.049000;W;0.086000;W;0.092000;W;0.095000;W;0.071000;W;0.092000;W;0.093000;W;0.094000;W;0.090000;W;0.090000;W;0.089000;W;0.089000;W;0.093000;W;0.095000;W;0.089000;W;0.089000;W;0.089000;W;0.090000;W;0.089000;W;0.088000;W;0.089000;W;0.091000;W;0.095000;W;0.092000;W;0.090000;W;0.089000;W;0.087000;W;0.090000;W;0.089000;W;0.089000;W;0.091000;W;0.096000;W;0.095000;W;0.094000;W;0.090000;W;0.090000;W;0.090000;W;0.089000;W;0.092000;W;0.093000;W;0.092000;W;0.095000;W;0.096000;W;0.095000;W;0.094000;W;0.092000;W;0.091000;W
10.09.17;00:15:00;;;0;;;;CH1009701234500000000000000009999 + 1-1:1.29.0*255;17166;CH1009701234500000000000000009999;1-1:1.29.0*255;kWh;1;15;0.090000;W;0.092000;W;0.057000;W;0.083000;W;0.062000;W;0.078000;W;0.047000;W;0.077000;W;0.044000;W;0.074000;W;0.045000;W;0.073000;W;0.046000;W;0.090000;e;0.058000;W;0.064000;W;0.044000;W;0.067000;W;0.044000;W;0.072000;W;0.046000;W;0.072000;W;0.056000;W;0.090000;W;0.046000;W;0.076000;W;0.044000;W;0.074000;W;0.045000;W;0.086000;W;0.090000;W;0.067000;W;0.073000;W;0.093000;W;0.081000;W;0.046000;W;0.089000;W;0.086000;W;0.077000;W;0.052000;W;0.091000;W;0.093000;W;0.094000;W;0.093000;W;0.064000;W;0.088000;W;0.088000;W;0.089000;W;0.089000;W;0.088000;W;0.090000;W;0.092000;W;0.093000;W;0.090000;W;0.090000;W;0.096000;W;0.092000;W;0.094000;W;0.093000;W;0.091000;W;0.089000;W;0.088000;W;0.089000;W;0.092000;W;0.095000;W;0.093000;W;0.086000;W;0.080000;W;0.089000;W;0.090000;W;0.093000;W;0.051000;W;0.062000;W;0.067000;W;0.056000;W;0.053000;W;0.065000;W;0.050000;W;0.064000;W;0.044000;W;0.064000;W;0.046000;W;0.062000;W;0.056000;W;0.052000;W;0.063000;W;0.044000;W;0.062000;W;0.048000;W;0.059000;W;0.060000;W;0.050000;W;0.063000;W;0.081000;W;0.054000;W;0.052000;W
